Source Port,Fwd Packet Length Max,Total Length of Fwd Packets,Flow Bytes/s,Init_Win_bytes_forward,Destination Port,Protocol,Flow Duration,Fwd Packet Length Std,Flow Packets/s
54235,0.0,0.0,12364.370426444611,-1,53,17,15852,0.0,126.16704516780216
41825,0.0,0.0,26483.372081269583,-1,53,17,9893,0.0,202.16314565854643
52312,416.0,416.0,113.70794558212852,-1,80,6,11485565,186.0408557279825,0.8706580825584114
48690,0.0,0.0,17440.3005097934,-1,53,17,7454,0.0,268.31231553528306
43391,0.0,0.0,10719.302136467804,-1,53,17,13527,0.0,147.8524432616249
38881,0.0,0.0,20553.93586005831,-1,53,17,6860,0.0,291.5451895043732
44233,0.0,0.0,8996.977577844942,-1,53,17,14227,0.0,140.57777465382722
443,38.0,38.0,16288.041148735534,-1,45796,6,2333,0.0,1285.8979854264894
54530,0.0,0.0,30921.751445768918,-1,53,17,8473,0.0,236.0439041661749
56282,0.0,0.0,12636.899747262009,-1,53,17,9496,0.0,210.6149957877001
45310,416.0,1664.0,208.3634868296314,-1,80,6,25052374,204.82424098960968,0.957993042894857
34217,1357.0,4876.0,12039.029036877677,-1,443,17,1234568,524.2554720744457,25.919997926400164
37687,0.0,0.0,41874.816338524826,-1,53,17,6806,0.0,293.8583602703497
38916,0.0,0.0,6962.832205550652,-1,53,17,30591,0.0,65.37870615540518
37895,0.0,0.0,15238.231506653312,-1,53,17,13978,0.0,143.08198597796536
38268,1357.0,2333.0,15226.587746039751,-1,443,17,808914,357.44512373721994,35.850535409202955
60017,1357.0,2318.0,16989.063680252224,-1,443,17,1522450,340.8839070640298,26.273440835495418
443,39.0,39.0,5162.144275314361,-1,42780,6,7555,27.577164466275352,529.450694904037
36915,0.0,0.0,35263.548626577576,-1,53,17,8082,0.0,247.46349913387772
54935,0.0,0.0,44790.46520569012,-1,53,17,5202,0.0,384.46751249519417
58538,293.0,293.0,27.281745802379728,-1,80,6,21626182,119.61674910591186,0.55488296547213
35056,691.0,956.0,4569.847019142631,-1,443,6,1348404,216.03610809306852,15.573967445958331
46688,695.0,960.0,20370.043351630724,-1,443,6,402061,239.5776044863721,42.28214126712116
59153,0.0,0.0,23829.64340037181,-1,53,17,5917,0.0,338.00912624640864
44788,0.0,0.0,678.1517340626383,-1,53,17,314089,0.0,6.36762191608111
51937,0.0,0.0,19176.453099449976,-1,53,17,6727,0.0,297.30935037906943
54165,0.0,0.0,28158.645440323915,-1,53,17,10867,0.0,184.0434342504831
38081,0.0,0.0,24647.88732394366,-1,53,17,5964,0.0,335.345405767941
59519,0.0,0.0,3373.486552265935,-1,53,17,64918,0.0,30.80809636772544
44204,0.0,0.0,22619.67385586533,-1,53,17,5703,0.0,350.6926179203928
