Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.140.130-34.120.158.37-42748-443-6,34.120.158.37,443,192.168.140.130,42748,6,25/09/2024 01:04:44 AM,61347,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.20286240565962,20449.0,35003.69986158606,60867.0,21.0,61326.0,30663.0,42714.906437916965,60867.0,459.0,0,0,0,0,0,0,0,0,0,60,20,48.90214680424471,16.300715601414904,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-34.120.158.37-42760-443-6,192.168.140.130,42760,34.120.158.37,443,6,25/09/2024 01:04:44 AM,446950,11,11,1861.0,4811.0,1243.0,0.0,169.18181818181816,367.4718542097662,3687.0,0.0,437.3636363636363,1094.7341478849805,14927.844277883432,49.2225081105269,21283.333333333336,57385.50787466582,263230.0,21.0,398226.0,39822.600000000006,80705.16228594055,264040.0,137.0,439591.0,43959.1,78932.06935988269,263230.0,21.0,0,0,0,0,220,244,24.61125405526345,24.61125405526345,0.0,3687.0,290.0869565217392,792.5312676965369,628105.8102766798,0,1,0,0,0,0,0,0,1.0,303.27272727272725,169.1818181818182,437.3636363636364,0,0,0,0,0,0,11,1861,11,4811,-1,64240,7,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-34.120.158.37-42760-443-6,34.120.158.37,443,192.168.140.130,42760,6,25/09/2024 01:04:45 AM,48890,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.81632235631008,16296.666666666666,27920.086252254547,48536.0,161.0,48697.0,24348.5,34206.29053989924,48536.0,161.0,0,0,0,0,0,0,0,0,0,60,20,61.36224176723256,20.45408058907752,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-34.120.158.37-42766-443-6,192.168.140.130,42766,34.120.158.37,443,6,25/09/2024 01:04:45 AM,617998,11,10,1859.0,3505.0,1243.0,0.0,169.0,367.40658676730334,2707.0,0.0,350.5,849.0312453352677,8679.639739934433,33.98069249415046,30899.9,97473.92534519166,438932.0,17.0,556662.0,55666.200000000004,135729.74263816397,439585.0,108.0,603206.0,67022.88888888889,140988.9347319892,438932.0,17.0,0,0,0,0,220,224,17.799410354078816,16.181282140071648,0.0,2707.0,243.8181818181818,619.9998184610822,384399.77489177487,0,1,0,0,0,0,0,0,0.0,255.42857142857142,169.0,350.5,0,0,0,0,0,0,11,1859,10,3505,-1,64240,7,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-34.120.158.37-42766-443-6,34.120.158.37,443,192.168.140.130,42766,6,25/09/2024 01:04:45 AM,59176,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5949709341625,19725.333333333332,33804.147561110505,58759.0,202.0,58974.0,29487.0,41396.859397785236,58759.0,215.0,0,0,0,0,0,0,0,0,0,60,20,50.696228200621874,16.898742733540626,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-34.120.158.37-42778-443-6,192.168.140.130,42778,34.120.158.37,443,6,25/09/2024 01:04:46 AM,391607,10,10,1867.0,1328.0,1243.0,0.0,186.70000000000002,382.9926166970383,586.0,0.0,132.8,234.01842282654206,8158.689706772351,51.071610058042886,20610.894736842107,41762.949011048244,154092.0,17.0,347447.0,38605.22222222222,56781.66666226383,154757.0,112.0,386111.0,42901.22222222222,53500.3902270296,154092.0,17.0,0,0,0,0,200,224,25.535805029021443,25.535805029021443,0.0,1243.0,152.14285714285714,304.2911904269142,92593.12857142856,0,1,0,0,0,0,0,0,1.0,159.75,186.7,132.8,0,0,0,0,0,0,10,1867,10,1328,-1,64240,7,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-34.120.158.37-42778-443-6,34.120.158.37,443,192.168.140.130,42778,6,25/09/2024 01:04:46 AM,338878,3,1,39.0,0.0,39.0,0.0,13.0,22.516660498395403,0.0,0.0,0.0,0.0,115.08566504759824,11.80365795359982,112959.33333333333,195343.00050253485,338522.0,158.0,338680.0,169340.0,239259.47890940498,338522.0,158.0,0,0,0,0,0,0,0,0,0,60,20,8.852743465199865,2.950914488399955,0.0,39.0,7.8,17.44133022449836,304.2,0,0,0,0,1,0,0,0,0.0,9.75,13.0,0.0,0,0,0,0,0,0,3,39,1,0,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-34.120.158.37-42794-443-6,192.168.140.130,42794,34.120.158.37,443,6,25/09/2024 01:04:47 AM,344850,8,7,1540.0,212.0,1243.0,0.0,192.5,428.2342483134335,212.0,0.0,30.28571428571428,80.12846827795616,5080.469769464985,43.49717268377555,24632.14285714286,57303.236011264125,165903.0,63.0,192068.0,27438.285714285717,61746.89378884924,166762.0,211.0,342279.0,57046.5,79606.52059913182,165903.0,163.0,0,0,0,0,160,164,23.19849209801363,20.298680585761925,0.0,1243.0,109.50000000000001,309.1107676330067,95549.46666666666,0,1,0,0,0,0,0,0,0.0,116.8,192.5,30.285714285714285,0,0,0,0,0,0,8,1540,7,212,-1,64240,5,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-34.120.158.37-42780-443-6,192.168.140.130,42780,34.120.158.37,443,6,25/09/2024 01:04:46 AM,611341,10,11,1293.0,1397.0,670.0,0.0,129.29999999999998,212.07810406126848,599.0,0.0,126.99999999999999,238.68849993244334,4400.162920530441,34.350714249494146,30567.049999999992,77127.84616294046,307344.0,15.0,303952.0,33772.44444444444,58763.72466307575,180876.0,162.0,611292.0,61129.2,102413.64156508751,307344.0,15.0,0,0,0,0,200,244,16.35748297594959,17.993231273544552,0.0,670.0,122.27272727272728,217.14668770829545,47152.683982683986,0,1,0,0,0,0,0,0,1.0,128.0952380952381,129.3,127.0,0,0,0,0,0,0,10,1293,11,1397,-1,64240,7,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-20.42.73.28-35852-443-6,192.168.140.130,35852,20.42.73.28,443,6,25/09/2024 01:04:51 AM,6276749,13,13,3451.0,5182.0,2497.0,0.0,265.4615384615385,693.8515229481275,4534.0,0.0,398.6153846153845,1248.6945542219642,1375.3935357300413,4.142271739717487,251069.96,395043.87572927476,1030713.0,19.0,6021816.0,501818.0,453635.8816505911,1030713.0,580.0,5375060.0,447921.6666666666,620097.3637082154,2055381.0,19.0,0,0,0,0,260,284,2.0711358698587436,2.0711358698587436,0.0,4534.0,319.7407407407408,974.8654184273767,950362.5840455842,0,1,0,0,0,0,0,0,1.0,332.03846153846155,265.46153846153845,398.61538461538464,0,0,0,0,0,0,13,3451,13,5182,-1,64240,3,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-20.42.73.28-35852-443-6,20.42.73.28,443,192.168.140.130,35852,6,25/09/2024 01:04:58 AM,291511,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.860804566551519,291511.0,0.0,291511.0,291511.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.4304022832757597,3.4304022832757597,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-41667-53-17,192.168.140.130,41667,192.168.140.2,53,17,25/09/2024 01:04:38 AM,14908,0,2,0.0,233.0,0,0,0,0,159.0,74.0,116.5,60.10407640085654,15629.19237993024,134.15615776764153,14908.0,0.0,14908.0,14908.0,0,0,0,0,0,14908.0,14908.0,0.0,14908.0,14908.0,0,0,0,0,0,16,0.0,134.15615776764153,74.0,159.0,102.33333333333333,49.074772881118186,2408.333333333333,0,0,0,0,0,0,0,0,0.0,153.5,0.0,116.5,0,0,0,0,0,0,0,0,2,233,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-56549-53-17,192.168.140.130,56549,192.168.140.2,53,17,25/09/2024 01:04:35 AM,13856,0,2,0.0,96.0,0,0,0,0,56.0,40.0,48.0,11.313708498984761,6928.406466512702,144.3418013856813,13856.0,0.0,13856.0,13856.0,0,0,0,0,0,13856.0,13856.0,0.0,13856.0,13856.0,0,0,0,0,0,16,0.0,144.3418013856813,40.0,56.0,45.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,0.0,68.0,0.0,48.0,0,0,0,0,0,0,0,0,2,96,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-57315-53-17,192.168.140.130,57315,192.168.140.2,53,17,25/09/2024 01:04:37 AM,15317,0,2,0.0,233.0,0,0,0,0,159.0,74.0,116.5,60.10407640085654,15211.85610759287,130.57387216817915,15317.0,0.0,15317.0,15317.0,0,0,0,0,0,15317.0,15317.0,0.0,15317.0,15317.0,0,0,0,0,0,16,0.0,130.57387216817915,74.0,159.0,102.33333333333333,49.074772881118186,2408.333333333333,0,0,0,0,0,0,0,0,0.0,153.5,0.0,116.5,0,0,0,0,0,0,0,0,2,233,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-34.107.221.82-58548-80-6,192.168.140.130,58548,34.107.221.82,80,6,25/09/2024 01:04:29 AM,21840396,6,6,295.0,216.0,295.0,0.0,49.166666666666664,120.43324568683958,216.0,0.0,36.0,88.18163074019441,23.397011665905694,0.5494405870662785,1985490.5454545456,4145595.219812382,1.0455646E7,42.0,2.1776166E7,4355233.2,5486037.924549164,1.0455646E7,8376.0,2.1840396E7,4368079.2,5942589.392213103,1.1480196E7,9065.0,0,0,0,0,120,144,0.27472029353313926,0.27472029353313926,0.0,295.0,39.30769230769231,97.29455672971007,9466.23076923077,0,1,0,0,0,0,0,0,1.0,42.583333333333336,49.166666666666664,36.0,0,0,0,0,0,0,6,295,6,216,-1,64240,1,0,572395.5,639383.6292184059,1024508.0,120283.0,1.0347581E7,152826.98861784852,1.0455646E7,1.0239516E7,No Label
142.250.201.138-192.168.140.130-443-55748-6,192.168.140.130,55748,142.250.201.138,443,6,25/09/2024 01:04:41 AM,1074343,8,9,782.0,5138.0,517.0,0.0,97.75,179.20678399148684,4493.0,0.0,570.8888888888889,1484.5781761534524,5510.344461684955,15.823624298757473,67146.4375,169539.31299611847,683692.0,25.0,1020848.0,145835.42857142858,242130.7458838834,683692.0,7350.0,1074308.0,134288.50000000003,226804.7088185907,684344.0,6906.0,0,0,0,0,160,204,7.446411434709399,8.377212864048074,0.0,4493.0,328.8888888888889,1054.938798831973,1112895.8692810459,0,1,0,0,0,0,0,0,1.0,348.2352941176471,97.75,570.8888888888889,0,0,0,0,0,0,8,782,9,5138,-1,64240,4,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-34373-53-17,192.168.140.130,34373,192.168.140.2,53,17,25/09/2024 01:04:35 AM,6474,0,2,0.0,159.0,0,0,0,0,114.0,45.0,79.5,48.79036790187178,24559.777571825765,308.9280197713933,6474.0,0.0,6474.0,6474.0,0,0,0,0,0,6474.0,6474.0,0.0,6474.0,6474.0,0,0,0,0,0,16,0.0,308.9280197713933,45.0,114.0,68.0,39.83716857408418,1587.0,0,0,0,0,0,0,0,0,0.0,102.0,0.0,79.5,0,0,0,0,0,0,0,0,2,159,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-55865-53-17,192.168.140.130,55865,192.168.140.2,53,17,25/09/2024 01:04:29 AM,31387,0,2,0.0,96.0,0,0,0,0,56.0,40.0,48.0,11.313708498984761,3058.591136457769,63.720648676203524,31387.0,0.0,31387.0,31387.0,0,0,0,0,0,31387.0,31387.0,0.0,31387.0,31387.0,0,0,0,0,0,16,0.0,63.720648676203524,40.0,56.0,45.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,0.0,68.0,0.0,48.0,0,0,0,0,0,0,0,0,2,96,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.229.221.95-53330-80-6,192.168.140.130,53330,192.229.221.95,80,6,25/09/2024 01:04:34 AM,21339786,6,6,416.0,737.0,416.0,0.0,69.33333333333334,169.831288832967,737.0,0.0,122.83333333333334,300.87899007186707,54.03053245238729,0.5623299127741955,1939980.5454545454,4041225.7064138437,1.0176683E7,45.0,2.1283796E7,4256759.2,5341307.844687545,1.017705E7,3338.0,2.1339786E7,4267957.2,5806419.71041202,1.1061592E7,4220.0,0,0,0,0,120,144,0.28116495638709776,0.28116495638709776,0.0,737.0,88.6923076923077,226.19364293137,51163.5641025641,0,1,0,0,0,0,0,0,1.0,96.08333333333333,69.33333333333333,122.83333333333333,0,0,0,0,0,0,6,416,6,737,-1,64240,1,0,580879.5,678331.070726161,1060532.0,101227.0,1.0088846E7,124220.27667816555,1.0176683E7,1.0001009E7,No Label
192.168.140.130-192.168.140.2-60305-53-17,192.168.140.130,60305,192.168.140.2,53,17,25/09/2024 01:04:43 AM,8920,0,2,0.0,213.0,0,0,0,0,149.0,64.0,106.5,60.10407640085654,23878.92376681614,224.21524663677127,8920.0,0.0,8920.0,8920.0,0,0,0,0,0,8920.0,8920.0,0.0,8920.0,8920.0,0,0,0,0,0,16,0.0,224.21524663677127,64.0,149.0,92.33333333333333,49.074772881118186,2408.333333333333,0,0,0,0,0,0,0,0,0.0,138.5,0.0,106.5,0,0,0,0,0,0,0,0,2,213,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.178.24.196-35294-443-6,192.168.140.130,35294,192.178.24.196,443,6,25/09/2024 01:04:57 AM,751901,9,10,959.0,4745.0,694.0,0.0,106.55555555555554,227.32306917199975,2824.0,0.0,474.50000000000006,926.7389959781916,7586.105085642924,25.269284121180846,41772.277777777774,81699.0222742314,319922.0,13.0,702769.0,87846.125,108062.83755751625,319922.0,197.0,711207.0,79022.99999999999,104584.39648078484,320474.0,208.0,0,0,0,0,180,224,11.969660899506716,13.299623221674128,0.0,2824.0,285.2,683.255411902999,466837.9578947368,0,1,0,0,0,0,0,0,1.0,300.2105263157895,106.55555555555556,474.5,0,0,0,0,0,0,9,959,10,4745,-1,64240,4,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-58310-53-17,192.168.140.130,58310,192.168.140.2,53,17,25/09/2024 01:04:26 AM,214243,0,2,0.0,232.0,0,0,0,0,179.0,53.0,116.0,89.09545442950498,1082.8825212492357,9.335194148700309,214243.0,0.0,214243.0,214243.0,0,0,0,0,0,214243.0,214243.0,0.0,214243.0,214243.0,0,0,0,0,0,16,0.0,9.335194148700309,53.0,179.0,95.0,72.74613391789285,5292.0,0,0,0,0,0,0,0,0,0.0,142.5,0.0,116.0,0,0,0,0,0,0,0,0,2,232,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-45990-53-17,192.168.140.130,45990,192.168.140.2,53,17,25/09/2024 01:04:30 AM,7134,0,2,0.0,198.0,0,0,0,0,141.0,57.0,99.0,59.39696961966999,27754.415475189235,280.3476310625175,7134.0,0.0,7134.0,7134.0,0,0,0,0,0,7134.0,7134.0,0.0,7134.0,7134.0,0,0,0,0,0,16,0.0,280.3476310625175,57.0,141.0,85.0,48.49742261192856,2352.0,0,0,0,0,0,0,0,0,0.0,127.5,0.0,99.0,0,0,0,0,0,0,0,0,2,198,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-56893-53-17,192.168.140.130,56893,192.168.140.2,53,17,25/09/2024 01:04:51 AM,13899,0,2,0.0,140.0,0,0,0,0,84.0,56.0,70.0,19.79898987322333,10072.6670983524,143.89524426217713,13899.0,0.0,13899.0,13899.0,0,0,0,0,0,13899.0,13899.0,0.0,13899.0,13899.0,0,0,0,0,0,16,0.0,143.89524426217713,56.0,84.0,65.33333333333333,16.165807537309522,261.33333333333337,0,0,0,0,0,0,0,0,0.0,98.0,0.0,70.0,0,0,0,0,0,0,0,0,2,140,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-46586-53-17,192.168.140.130,46586,192.168.140.2,53,17,25/09/2024 01:04:41 AM,5167,0,2,0.0,126.0,0,0,0,0,77.0,49.0,63.0,19.79898987322333,24385.523514611963,387.07180181923746,5167.0,0.0,5167.0,5167.0,0,0,0,0,0,5167.0,5167.0,0.0,5167.0,5167.0,0,0,0,0,0,16,0.0,387.07180181923746,49.0,77.0,58.333333333333336,16.165807537309522,261.33333333333337,0,0,0,0,0,0,0,0,0.0,87.5,0.0,63.0,0,0,0,0,0,0,0,0,2,126,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-46045-53-17,192.168.140.130,46045,192.168.140.2,53,17,25/09/2024 01:04:35 AM,14266,0,2,0.0,192.0,0,0,0,0,149.0,43.0,96.0,74.95331880577403,13458.572830506098,140.19346698443854,14266.0,0.0,14266.0,14266.0,0,0,0,0,0,14266.0,14266.0,0.0,14266.0,14266.0,0,0,0,0,0,16,0.0,140.19346698443854,43.0,149.0,78.33333333333334,61.19912853410033,3745.3333333333335,0,0,0,0,0,0,0,0,0.0,117.5,0.0,96.0,0,0,0,0,0,0,0,0,2,192,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-38355-53-17,192.168.140.130,38355,192.168.140.2,53,17,25/09/2024 01:04:29 AM,28112,0,2,0.0,116.0,0,0,0,0,74.0,42.0,58.0,22.627416997969522,4126.3517359134885,71.14399544678429,28112.0,0.0,28112.0,28112.0,0,0,0,0,0,28112.0,28112.0,0.0,28112.0,28112.0,0,0,0,0,0,16,0.0,71.14399544678429,42.0,74.0,52.666666666666664,18.475208614068023,341.3333333333333,0,0,0,0,0,0,0,0,0.0,79.0,0.0,58.0,0,0,0,0,0,0,0,0,2,116,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-34.120.208.123-45806-443-6,34.120.208.123,443,192.168.140.130,45806,6,25/09/2024 01:04:39 AM,40089,1,2,31.0,0.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,773.2794532165931,74.83349547257353,20044.5,28299.12048986682,40055.0,34.0,0,0,0,0,0,40089.0,40089.0,0.0,40089.0,40089.0,0,0,0,0,20,40,24.944498490857843,49.888996981715685,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,2.0,10.333333333333334,31.0,0.0,0,0,0,0,0,0,1,31,2,0,-1,0,1,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-38388-53-17,192.168.140.130,38388,192.168.140.2,53,17,25/09/2024 01:04:41 AM,5445,0,2,0.0,114.0,0,0,0,0,65.0,49.0,57.0,11.313708498984761,20936.6391184573,367.30945821854914,5445.0,0.0,5445.0,5445.0,0,0,0,0,0,5445.0,5445.0,0.0,5445.0,5445.0,0,0,0,0,0,16,0.0,367.30945821854914,49.0,65.0,54.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,0.0,81.5,0.0,57.0,0,0,0,0,0,0,0,0,2,114,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
142.250.181.163-192.168.140.130-80-36914-6,192.168.140.130,36914,142.250.181.163,80,6,25/09/2024 01:04:42 AM,15639315,7,8,1239.0,2106.0,413.0,0.0,177.0,220.75778581966253,702.0,0.0,263.25,363.31951699374946,213.88404799059293,0.9591212914376365,1117093.9285714284,2782593.217183581,9401094.0,32.0,1.5591247E7,2598541.1666666665,3939834.925581092,9401094.0,32867.0,1.563927E7,2234181.4285714286,3723962.666921123,9401854.0,33551.0,0,0,0,0,140,184,0.44758993600423036,0.5115313554334061,0.0,702.0,209.0625,293.34904550722507,86053.6625,0,1,0,0,0,0,0,0,1.0,223.0,177.0,263.25,0,0,0,0,0,0,7,1239,8,2106,-1,64240,3,0,279998.5,56053.06165143881,319634.0,240363.0,7419549.0,2802327.8134525944,9401094.0,5438004.0,No Label
192.168.140.130-192.168.140.2-39527-53-17,192.168.140.130,39527,192.168.140.2,53,17,25/09/2024 01:04:41 AM,8156,0,2,0.0,213.0,0,0,0,0,149.0,64.0,106.5,60.10407640085654,26115.74301128004,245.21824423737127,8156.0,0.0,8156.0,8156.0,0,0,0,0,0,8156.0,8156.0,0.0,8156.0,8156.0,0,0,0,0,0,16,0.0,245.21824423737127,64.0,149.0,92.33333333333333,49.074772881118186,2408.333333333333,0,0,0,0,0,0,0,0,0.0,138.5,0.0,106.5,0,0,0,0,0,0,0,0,2,213,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-34.120.158.37-42772-443-6,192.168.140.130,42772,34.120.158.37,443,6,25/09/2024 01:04:46 AM,358662,11,13,1294.0,1661.0,670.0,0.0,117.63636363636364,205.0240340678491,824.0,0.0,127.76923076923076,267.1785151810657,8238.954781939543,66.91536878732623,15594.0,45264.2338989024,216301.0,20.0,318723.0,31872.300000000003,66574.06389720316,217135.0,140.0,358636.0,29886.33333333334,60299.521379576974,216301.0,20.0,0,0,0,0,220,284,30.669544027524523,36.24582475980171,0.0,824.0,118.2,232.03142746906795,53838.58333333334,0,1,0,0,0,0,0,0,1.0,123.125,117.63636363636364,127.76923076923077,0,0,0,0,0,0,11,1294,13,1661,-1,64240,7,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-56778-53-17,192.168.140.130,56778,192.168.140.2,53,17,25/09/2024 01:04:39 AM,6919,0,2,0.0,262.0,0,0,0,0,198.0,64.0,131.0,94.75230867899737,37866.74374909669,289.0591125885244,6919.0,0.0,6919.0,6919.0,0,0,0,0,0,6919.0,6919.0,0.0,6919.0,6919.0,0,0,0,0,0,16,0.0,289.0591125885244,64.0,198.0,108.66666666666666,77.36493607140984,5985.333333333333,0,0,0,0,0,0,0,0,0.0,163.0,0.0,131.0,0,0,0,0,0,0,0,0,2,262,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
142.250.181.163-192.168.140.130-443-44784-17,192.168.140.130,44784,142.250.181.163,443,17,25/09/2024 01:04:56 AM,581033,11,11,4521.0,9244.0,1357.0,31.0,411.0,607.996874991969,1357.0,27.0,840.3636363636364,613.4250194974562,23690.56490767306,37.86359810888538,27668.238095238095,36466.912210803865,124007.0,3.0,529272.0,52927.2,63404.95304837523,145738.0,214.0,493973.0,49397.3,63488.34528224671,179487.0,3.0,0,0,0,0,88,88,18.93179905444269,18.93179905444269,27.0,1357.0,657.4782608695652,639.0696269909034,408409.9881422924,0,0,0,0,0,0,0,0,1.0,687.3636363636364,411.0,840.3636363636364,0,0,0,0,0,0,11,4521,11,9244,-1,-1,11,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-36737-53-17,192.168.140.130,36737,192.168.140.2,53,17,25/09/2024 01:04:44 AM,6116,0,2,0.0,213.0,0,0,0,0,149.0,64.0,106.5,60.10407640085654,34826.68410725965,327.01111837802483,6116.0,0.0,6116.0,6116.0,0,0,0,0,0,6116.0,6116.0,0.0,6116.0,6116.0,0,0,0,0,0,16,0.0,327.01111837802483,64.0,149.0,92.33333333333333,49.074772881118186,2408.333333333333,0,0,0,0,0,0,0,0,0.0,138.5,0.0,106.5,0,0,0,0,0,0,0,0,2,213,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-38778-53-17,192.168.140.130,38778,192.168.140.2,53,17,25/09/2024 01:04:35 AM,5562,0,2,0.0,237.0,0,0,0,0,193.0,44.0,118.5,105.35891039679558,42610.57173678533,359.5828838547285,5562.0,0.0,5562.0,5562.0,0,0,0,0,0,5562.0,5562.0,0.0,5562.0,5562.0,0,0,0,0,0,16,0.0,359.5828838547285,44.0,193.0,93.66666666666666,86.02519010925424,7400.333333333333,0,0,0,0,0,0,0,0,0.0,140.5,0.0,118.5,0,0,0,0,0,0,0,0,2,237,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-53695-53-17,192.168.140.130,53695,192.168.140.2,53,17,25/09/2024 01:04:15 AM,36574444,1,3,61.0,489.0,61.0,61.0,61.0,0.0,244.0,61.0,163.0,93.28987083279728,15.037822584534709,0.10936598243297971,1.2191481333333332E7,2.109615165323013E7,3.6551219E7,11183.0,0,0,0,0,0,3.6574444E7,1.8287222E7,2.584500741080954E7,3.6562402E7,12042.0,0,0,0,0,8,24,0.027341495608244927,0.08202448682473477,61.0,244.0,122.2,86.44478006218768,7472.7,0,0,0,0,0,0,0,0,3.0,152.75,61.0,163.0,0,0,0,0,0,0,1,61,3,489,-1,-1,1,0,12042.0,0.0,12042.0,12042.0,3.6551219E7,0.0,3.6551219E7,3.6551219E7,No Label
192.168.140.130-192.168.140.2-51043-53-17,192.168.140.130,51043,192.168.140.2,53,17,25/09/2024 01:04:58 AM,16652,0,2,0.0,104.0,0,0,0,0,60.0,44.0,52.0,11.313708498984761,6245.496036512131,120.10569300984866,16652.0,0.0,16652.0,16652.0,0,0,0,0,0,16652.0,16652.0,0.0,16652.0,16652.0,0,0,0,0,0,16,0.0,120.10569300984866,44.0,60.0,49.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,0.0,74.0,0.0,52.0,0,0,0,0,0,0,0,0,2,104,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
